Contig id	Gene symbol	Start	Stop	Strand	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	Strain	Plasmid	BioSample	Organism	Size
NZ_MT598646.1	toprJ1	235398	236828	-	multidrug efflux transporter outer membrane subunit TOprJ1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	477	477	100.0	100.0	477	WP_003152694.1	multidrug efflux transporter outer membrane subunit TOprJ1	SE5388	 pSE5388-PER	PRJNA224116	Pseudomonas aeruginosa	429
NZ_MT598646.1	tmexD	236836	239964	-	multidrug efflux RND transporter permease subunit TMexD	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	BLASTX	1043	1044	100.0	99.9	1044	WP_034065037.1	multidrug efflux RND transporter permease subunit TMexD3	SE5388	 pSE5388-PER	PRJNA224116	Pseudomonas aeruginosa	429
NZ_MT598646.1	tmexC3	239983	241143	-	multidrug efflux RND transporter periplasmic adaptor subunit TMexC3	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	387	387	100.0	100.0	387	WP_034039546.1	multidrug efflux RND transporter periplasmic adaptor subunit TMexC3	SE5388	 pSE5388-PER	PRJNA224116	Pseudomonas aeruginosa	429
NZ_MT732179.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	blaOXA-2	176431	177255	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	ant(4')-IIb	180278	181030	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	sul1	184875	185711	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	qacEdelta1	185708	186052	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	aadA6	186143	186973	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	blaVIM-2	187064	187861	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	ant(2'')-Ia	187943	188473	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	ant(4')-IIb	191484	192236	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	sul1	196081	196917	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	qacEdelta1	196914	197258	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	aadA6	197349	198179	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	blaVIM-2	198270	199067	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	ant(2'')-Ia	199149	199679	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	ant(4')-IIb	202690	203442	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	sul1	207287	208123	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	qacEdelta1	208120	208464	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	aadA6	208555	209385	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	blaVIM-2	209476	210273	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732179.1	ant(2'')-Ia	210355	210885	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI804/03	 pPUV-1	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732180.1	sul1	174246	175082	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	qacEdelta1	175079	175423	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	aadA6	175514	176344	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	blaOXA-2	176384	177208	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	ant(4')-IIb	180231	180983	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	ant(4')-IIb	183982	184734	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	sul1	188579	189415	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	qacEdelta1	189412	189756	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	aadA6	189847	190677	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	blaVIM-2	190768	191565	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732180.1	ant(2'')-Ia	191647	192177	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI259/06	 pPUV-2	PRJNA224116	Pseudomonas aeruginosa	472
NZ_MT732181.1	sul1	164335	165171	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	qacEdelta1	165168	165512	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	aadA6	165603	166433	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	blaOXA-2	166473	167297	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	ant(4')-IIb	170320	171072	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	sul1	174917	175753	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	qacEdelta1	175750	176094	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	aadA6	176185	177015	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	blaVIM-2	177106	177903	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732181.1	ant(2'')-Ia	177985	178515	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI981/06	 pPUV-3	PRJNA224116	Pseudomonas aeruginosa	459
NZ_MT732182.1	sul1	175362	176198	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI1185/06	 pPUV-4	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732182.1	qacEdelta1	176195	176539	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI1185/06	 pPUV-4	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732182.1	aadA6	176630	177460	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI1185/06	 pPUV-4	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732182.1	blaVIM-2	177551	178348	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI1185/06	 pPUV-4	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732182.1	ant(2'')-Ia	178430	178960	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI1185/06	 pPUV-4	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732182.1	tet(C)	182245	183432	+	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	396	396	100.0	100.0	396	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NMI1185/06	 pPUV-4	PRJNA224116	Pseudomonas aeruginosa	434
NZ_MT732183.1	sul1	188995	189831	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	qacEdelta1	189828	190172	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	aadA6	190263	191093	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	blaVIM-2	191184	191981	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	ant(2'')-Ia	192063	192593	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	ant(4')-IIb	195604	196356	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	sul1	200201	201037	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	qacEdelta1	201034	201378	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	aadA6	201469	202299	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	blaVIM-2	202390	203187	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732183.1	ant(2'')-Ia	203269	203799	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI2418/06	 pPUV-5	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732184.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	blaOXA-2	176431	177255	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	ant(4')-IIb	180278	181030	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	sul1	184875	185711	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	qacEdelta1	185708	186052	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	aadA6	186143	186973	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	blaVIM-2	187064	187861	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732184.1	ant(2'')-Ia	187943	188473	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI3438/07	 pPUV-6	PRJNA224116	Pseudomonas aeruginosa	490
